v.id,on road old,on road now,years,km ,rating,condition,economy,top speed,hp,torque,buying price,profit 
355,690385,740385,5,35475,5,7,10,144,56,90,503229,13
356,300992,390992,9,76473,2,6,14,197,93,119,17234,9
357,539411,569411,3,29748,4,9,7,151,72,182,360789,14
358,861027,951027,9,87435,4,9,19,200,65,95,565912,14
359,663552,693552,3,24108,1,8,16,146,90,163,490882,10
360,1006266,1026266,2,18938,4,8,17,181,110,151,838740,15
361,632404,732404,10,89080,3,1,18,145,71,122,295440,7
362,861152,901152,4,39432,2,9,11,188,72,164,672217,13
363,509627,599627,9,65034,2,10,15,186,68,98,236988,15
364,1056092,1136092,8,60520,4,8,14,177,55,148,814248,14
365,1142050,1202050,6,42804,4,8,20,171,51,158,942914,14
366,862658,892658,3,24693,5,3,12,195,119,200,689486,9
367,341835,371835,3,29436,1,4,7,185,84,180,164181,7
368,975318,1045318,7,64890,2,3,10,193,99,176,745646,8
369,1109978,1209978,10,73160,5,9,8,169,91,83,788114,16
370,387026,447026,6,58764,1,9,15,187,104,95,172086,12
371,336707,346707,1,8855,1,6,13,179,53,196,179700,9
372,543747,603747,6,46242,2,10,17,182,75,108,341173,15
373,1041283,1051283,1,8097,2,4,15,150,90,198,885121,8
374,984955,1034955,5,35465,1,8,20,168,101,132,798046,10
375,747814,787814,4,35020,2,4,14,150,53,150,563706,9
376,1059118,1139118,8,77704,4,1,7,145,52,145,800671,7
377,314997,344997,3,28866,4,2,7,191,123,198,137824,9
378,562088,632088,7,58597,5,1,9,187,140,123,338620,9
379,307985,377985,7,66395,3,9,15,188,122,157,76227,13
380,1067565,1147565,8,79904,1,9,17,144,108,81,806493,11
381,354012,404012,5,38260,3,2,18,172,87,98,164652,6
382,891728,901728,1,8191,1,10,18,152,70,167,735057,13
383,335677,385677,5,49950,5,8,16,199,139,146,133971,16
384,1031872,1071872,4,38788,1,1,15,140,138,128,844364,3
385,964331,1044331,8,66120,1,1,14,154,119,189,717747,5
386,620532,680532,6,51144,2,5,7,148,97,198,413461,8
387,312138,372138,6,50406,2,3,13,164,96,189,105981,6
388,874394,924394,5,42160,3,7,16,196,96,111,680709,12
389,485858,575858,9,65736,3,9,12,190,68,92,212517,14
390,396027,456027,6,54828,5,3,6,140,64,122,185187,10
391,1145362,1235362,9,74718,1,4,15,185,135,180,863620,8
392,985805,1025805,4,31056,4,5,7,198,61,147,805406,11
393,1151809,1181809,3,29226,1,5,17,184,127,97,974276,7
394,948482,1048482,10,90060,2,1,8,170,121,104,610631,6
395,846140,856140,1,8209,4,10,15,142,77,165,689226,16
396,899838,939838,4,33540,4,3,9,148,128,191,717123,8
397,689770,719770,3,22839,2,6,14,153,97,151,518452,9
398,991421,1081421,9,67221,5,6,13,155,50,180,716672,12
399,308064,408064,10,98440,2,9,6,192,87,119,38000,13
400,950358,1040358,9,75285,1,6,14,150,98,188,667873,8
401,919981,969981,5,44080,1,8,14,164,63,87,724457,11
402,760687,770687,1,8285,4,8,10,192,122,90,603845,14
403,1100843,1110843,1,9773,4,9,16,155,66,192,942438,16
404,963944,1023944,6,52584,4,10,8,171,93,196,754880,15
405,807492,847492,4,36720,4,6,18,169,57,84,621348,13
406,322379,422379,10,72060,2,4,13,147,132,154,2255,8
407,639830,669830,3,29841,1,5,18,147,109,83,461682,9
408,371384,401384,3,27669,3,9,20,186,80,168,194916,15
409,671349,731349,6,49200,2,1,7,192,92,173,466582,6
410,833581,873581,4,33156,1,1,13,148,123,157,651705,3
411,1109029,1189029,8,59288,3,7,11,196,99,187,868573,11
412,1066464,1106464,4,37712,4,1,11,162,95,134,879753,8
413,791806,831806,4,34320,3,9,10,149,115,170,607906,14
414,800238,830238,3,29190,5,2,7,144,129,121,622654,9
415,882560,952560,7,55489,4,9,16,167,107,178,661633,16
416,933491,1023491,9,83133,5,3,13,191,85,188,643073,10
417,763151,813151,5,36410,3,8,13,170,81,93,575137,12
418,602676,702676,10,78480,2,2,6,192,60,127,276312,6
419,1093143,1153143,6,58590,4,6,9,199,76,120,878377,12
420,689760,759760,7,58016,3,3,13,151,75,98,466873,9
421,317359,397359,8,64640,2,1,9,195,130,107,72160,6
422,306385,366385,6,58512,5,3,7,161,112,187,91861,9
423,872119,882119,1,7098,1,7,11,167,81,158,716784,11
424,437645,447645,1,9414,3,9,19,156,99,175,279674,15
425,566406,576406,1,7142,3,3,20,172,138,185,411199,9
426,861621,911621,5,37970,5,4,7,187,53,90,672207,12
427,520618,610618,9,72540,5,1,14,181,67,141,240965,9
428,627123,687123,6,57102,4,4,16,141,99,119,414009,11
429,735495,775495,4,31976,5,9,6,174,133,145,553791,17
430,725555,775555,5,38405,2,7,7,172,131,99,535706,11
431,307454,347454,4,33188,2,1,19,186,132,135,125451,6
432,874311,914311,4,36908,2,10,6,166,123,145,687823,15
433,320035,370035,5,38355,3,5,17,158,65,117,130319,11
434,696680,746680,5,46475,4,10,9,193,65,169,498376,16
435,862887,912887,5,46190,2,7,15,143,65,194,665253,10
436,774770,844770,7,57687,4,9,9,163,55,141,551645,16
437,977261,1027261,5,38575,4,1,15,168,84,159,787586,7
438,461463,511463,5,47245,2,3,6,160,112,119,263118,6
439,698804,718804,2,18502,2,9,16,157,101,108,531791,13
440,588456,648456,6,42096,1,5,11,191,137,85,390520,9
441,304759,324759,2,17320,2,10,12,181,122,111,138851,15
442,484746,544746,6,46656,2,8,9,145,54,170,281914,13
443,485188,555188,7,57246,5,4,20,149,133,160,262816,10
444,1107163,1137163,3,24942,1,6,19,166,85,144,933827,8
445,972265,992265,2,14956,1,5,11,186,140,94,809213,9
446,794162,864162,7,64484,1,4,15,179,54,151,564896,7
447,332592,372592,4,35584,4,1,17,194,81,185,148009,6
448,1137772,1197772,6,51552,4,10,8,154,68,109,929740,17
449,641684,731684,9,82980,1,6,8,178,114,151,351504,9
450,352636,432636,8,64984,1,6,16,170,118,117,106733,8
451,816233,846233,3,28791,2,3,6,186,80,135,639224,7
452,632754,662754,3,26727,1,2,14,169,127,113,457993,6
453,312417,402417,9,66456,2,4,14,167,139,126,38848,8
454,1051157,1101157,5,43205,1,9,15,148,76,89,856427,12
455,1025071,1075071,5,47235,1,10,9,161,132,158,826232,12
456,411254,491254,8,73640,5,4,13,175,117,198,156527,11
